"","FLUXNET_site_id","climate","MAE_mm","R2","mean_bias_error_mm","empirical_model","model_type","mean_AET_observation_mm"
"mbe292","US-ARc","Temp",4.24789280149391,0.302195976769,4.23429300892613,"Romanenko","potential_etp",2.19349586653104
"mbe293","US-ARc","Temp",7.11784806793012,0.643522645806405,5.98992061982506,"SzilagyiJozsa","actual_etp",2.19349586653104
"mbe294","US-Blo","Temp",7.24459864715404,0.833273009289907,7.24459864715404,"Abtew","actual_etp",2.81350121520399
"mbe295","US-Blo","Temp",5.77656629097812,0.785392651187084,5.47023557830299,"BrutsaertStrickler","actual_etp",2.81350121520399
"mbe296","US-Blo","Temp",3.04922236386282,0.808586951235455,3.04922236386282,"ChapmanAustralian","potential_etp",2.81350121520399
"mbe297","US-Blo","Temp",3.46254133661627,0.802343828117574,3.34043449736842,"GrangerGray","actual_etp",2.81350121520399
"mbe298","US-Blo","Temp",0.604459767145756,0.812439277869228,-0.0738325152874902,"HargreavesSamani","reference_etp",2.81350121520399
"mbe299","US-Blo","Temp",5.84597258029451,0.727852491148606,5.8408343931414,"JensenHaise","potential_etp",2.81350121520399
"mbe300","US-Blo","Temp",2.90320684128651,0.298417239730948,2.88586203224677,"Linacre","actual_etp",2.81350121520399
"mbe301","US-Blo","Temp",4.72028628980068,0.813311545812316,4.72028628980068,"Makkink","reference_etp",2.81350121520399
"mbe302","US-Blo","Temp",3.04025350434537,0.820263754010031,2.91706025046611,"MattShuttleworth","reference_etp",2.81350121520399
"mbe303","US-Blo","Temp",0.9225701004118,0.807318239123597,0.837935470879522,"McGuinnessBordne","potential_etp",2.81350121520399
"mbe304","US-Blo","Temp",4.93388684037006,0.829315612859949,4.93262472112203,"Penman","potential_etp",2.81350121520399
"mbe305","US-Blo","Temp",5.14137348559729,0.813413200512802,5.04856140200952,"PriestleyTaylor","potential_etp",2.81350121520399
"mbe306","US-Blo","Temp",3.8021067267556,0.341914924694136,3.78886112071253,"Romanenko","potential_etp",2.81350121520399
"mbe307","US-Blo","Temp",8.85898480132615,0.0203087274803448,-3.85097797523125,"SzilagyiJozsa","actual_etp",2.81350121520399
"mbe308","US-Lin","Arid",8.62627517467861,0.57885269575666,8.62627517467861,"Abtew","actual_etp",1.84330562718728
"mbe309","US-Lin","Arid",5.98697514759801,0.489731225247436,5.94890556658284,"BrutsaertStrickler","actual_etp",1.84330562718728
"mbe310","US-Lin","Arid",4.29711060448413,0.534919068220087,4.29711060448413,"ChapmanAustralian","potential_etp",1.84330562718728
"mbe311","US-Lin","Arid",3.93794168006071,0.509226752214693,3.92688863755459,"GrangerGray","actual_etp",1.84330562718728
"mbe312","US-Lin","Arid",2.3510356728888,0.520964474820905,2.34877820387953,"HargreavesSamani","reference_etp",1.84330562718728
"mbe313","US-Lin","Arid",8.96901916840243,0.482585999938367,8.96901916840243,"JensenHaise","potential_etp",1.84330562718728
"mbe314","US-Lin","Arid",2.77341280902005,0.451555191098034,2.77016166888243,"Linacre","actual_etp",1.84330562718728
"mbe315","US-Lin","Arid",6.14410365835764,0.547481822261212,6.14410365835764,"Makkink","reference_etp",1.84330562718728
"mbe316","US-Lin","Arid",3.71738685020618,0.520374471054237,3.70702972064169,"MattShuttleworth","reference_etp",1.84330562718728
"mbe317","US-Lin","Arid",2.41888351347178,0.516132641009271,2.41828331276566,"McGuinnessBordne","potential_etp",1.84330562718728
"mbe318","US-Lin","Arid",5.85422526439932,0.556654614522853,5.85422526439932,"Penman","potential_etp",1.84330562718728
"mbe319","US-Lin","Arid",5.7496315195573,0.526610664988631,5.74919646370142,"PriestleyTaylor","potential_etp",1.84330562718728
"mbe320","US-Lin","Arid",5.06863191935451,0.476051028410438,5.06863191935451,"Romanenko","potential_etp",1.84330562718728
"mbe321","US-Lin","Arid",7.68279942874937,0.20480144991745,3.36613306979264,"SzilagyiJozsa","actual_etp",1.84330562718728
"mbe322","US-LWW","Temp",9.16832996665113,0.51292881407965,9.16832996665113,"Abtew","actual_etp",1.29986527309634
"mbe323","US-LWW","Temp",8.02577739882876,0.536032161326557,7.95937268224944,"BrutsaertStrickler","actual_etp",1.29986527309634
"mbe324","US-LWW","Temp",5.45407942002362,0.418693530066074,5.45407942002362,"ChapmanAustralian","potential_etp",1.29986527309634
"mbe325","US-LWW","Temp",5.33064286561871,0.557817987047727,5.32830333186439,"GrangerGray","actual_etp",1.29986527309634
"mbe326","US-LWW","Temp",2.35738339559303,0.346833765911055,2.35714545845513,"HargreavesSamani","reference_etp",1.29986527309634
"mbe327","US-LWW","Temp",10.5814442313055,0.39409874662155,10.5551310771823,"JensenHaise","potential_etp",1.29986527309634
"mbe328","US-LWW","Temp",3.17062029995018,0.176349599462349,3.16663117700726,"Linacre","actual_etp",1.29986527309634
"mbe329","US-LWW","Temp",6.99087184590263,0.451720453983433,6.99087184590263,"Makkink","reference_etp",1.29986527309634
"mbe330","US-LWW","Temp",4.87683533477248,0.510729893589973,4.86881076523765,"MattShuttleworth","reference_etp",1.29986527309634
"mbe331","US-LWW","Temp",3.36379560610566,0.446366925709011,3.3452357815007,"McGuinnessBordne","potential_etp",1.29986527309634
"mbe332","US-LWW","Temp",7.1879720912304,0.480917022359955,7.1879720912304,"Penman","potential_etp",1.29986527309634
"mbe333","US-LWW","Temp",7.39619298036628,0.523773934763111,7.39619298036628,"PriestleyTaylor","potential_etp",1.29986527309634
"mbe334","US-LWW","Temp",4.3017832310001,0.112487949628744,4.28726088837144,"Romanenko","potential_etp",1.29986527309634
"mbe335","US-LWW","Temp",9.073513943179,0.00477217325140399,1.99353183834088,"SzilagyiJozsa","actual_etp",1.29986527309634
"mbe336","US-Oho","Cold",6.23617276747602,0.61790108901092,6.23617276747602,"Abtew","actual_etp",1.82958744907314
"mbe337","US-Oho","Cold",3.15839249574471,0.71112629982696,2.60548930696534,"BrutsaertStrickler","actual_etp",1.82958744907314
"mbe338","US-Oho","Cold",2.31143736030871,0.670402618882916,2.30076521218329,"ChapmanAustralian","potential_etp",1.82958744907314
"mbe339","US-Oho","Cold",1.98561210668798,0.686460566849901,1.76705286859086,"GrangerGray","actual_etp",1.82958744907314
"mbe340","US-Oho","Cold",1.08011780071201,0.539637799242953,0.108960963699088,"HargreavesSamani","reference_etp",1.82958744907314
"mbe341","US-Oho","Cold",3.76377945753372,0.69942723627778,3.15376118640152,"JensenHaise","potential_etp",1.82958744907314
"mbe342","US-Oho","Cold",1.329165123723,0.484748004756724,0.572032083628946,"Linacre","actual_etp",1.82958744907314
"mbe343","US-Oho","Cold",3.20738755233781,0.670640832209521,3.20738755233781,"Makkink","reference_etp",1.82958744907314
"mbe344","US-Oho","Cold",1.46969752114567,0.728106700184065,1.17268623420547,"MattShuttleworth","reference_etp",1.82958744907314
"mbe345","US-Oho","Cold",1.01926517872238,0.671226444815224,0.316507122929378,"McGuinnessBordne","potential_etp",1.82958744907314
"mbe346","US-Oho","Cold",2.87137607044222,0.646129074558566,2.83064270659905,"Penman","potential_etp",1.82958744907314
"mbe347","US-Oho","Cold",2.82946346025234,0.694115187617503,2.61784838901673,"PriestleyTaylor","potential_etp",1.82958744907314
"mbe348","US-Oho","Cold",1.63552326247888,0.392536051375218,1.18954221238638,"Romanenko","potential_etp",1.82958744907314
"mbe349","US-Oho","Cold",5.18596620905601,0.0282656440844711,-1.93092467416607,"SzilagyiJozsa","actual_etp",1.82958744907314
"mbe350","US-WCr","Cold",6.93140213100792,0.711983107444036,6.93140213100792,"Abtew","actual_etp",1.57306420230009
"mbe351","US-WCr","Cold",4.81324019973227,0.683998053419565,4.50706124084789,"BrutsaertStrickler","actual_etp",1.57306420230009
"mbe352","US-WCr","Cold",3.21109539068871,0.713028223488955,3.21109539068871,"ChapmanAustralian","potential_etp",1.57306420230009
"mbe353","US-WCr","Cold",3.02542949749274,0.691623614526859,2.94741295073725,"GrangerGray","actual_etp",1.57306420230009
"mbe354","US-WCr","Cold",1.06902222788899,0.556012674533522,0.571366442489624,"HargreavesSamani","reference_etp",1.57306420230009
"mbe355","US-WCr","Cold",4.15002249999278,0.67568802871886,3.49674969613728,"JensenHaise","potential_etp",1.57306420230009
"mbe356","US-WCr","Cold",1.19747615707529,0.509944941918928,0.654318002022118,"Linacre","actual_etp",1.57306420230009
"mbe357","US-WCr","Cold",3.78448921198679,0.706872211639539,3.78448921198679,"Makkink","reference_etp",1.57306420230009
"mbe358","US-WCr","Cold",2.30420370072102,0.709595637251482,2.19598365450029,"MattShuttleworth","reference_etp",1.57306420230009
"mbe359","US-WCr","Cold",1.17947455748635,0.626808102045246,0.821177418744205,"McGuinnessBordne","potential_etp",1.57306420230009
"mbe360","US-WCr","Cold",3.63366076273876,0.68771380528467,3.57756491204838,"Penman","potential_etp",1.57306420230009
"mbe361","US-WCr","Cold",4.08619225133018,0.69303411530743,3.93562786103689,"PriestleyTaylor","potential_etp",1.57306420230009
"mbe362","US-WCr","Cold",1.22079252857057,0.391276409104985,0.651784467231096,"Romanenko","potential_etp",1.57306420230009
"mbe363","US-WCr","Cold",6.47677311338513,0.351800263644905,-5.1617317116798,"SzilagyiJozsa","actual_etp",1.57306420230009
"mbe364","ZM-Mon","equat",8.89671402534066,0.271593820653305,8.89671402534066,"Abtew","actual_etp",2.45737200667174
"mbe365","ZM-Mon","equat",8.26465875857059,0.395829857464709,8.26465875857059,"BrutsaertStrickler","actual_etp",2.45737200667174
"mbe366","ZM-Mon","equat",2.0100016688586,0.0296995186992897,1.96443304006424,"ChapmanAustralian","potential_etp",2.45737200667174
"mbe367","ZM-Mon","equat",5.22608524263509,0.413848217194008,5.22608524263509,"GrangerGray","actual_etp",2.45737200667174
"mbe368","ZM-Mon","equat",2.26168526725053,0.0256287427764557,2.13376641607196,"HargreavesSamani","reference_etp",2.45737200667174
"mbe369","ZM-Mon","equat",11.3932215151504,0.0918800752359077,11.3932215151504,"JensenHaise","potential_etp",2.45737200667174
"mbe370","ZM-Mon","equat",3.11540338769777,0.183840138542425,2.88928214842843,"Linacre","actual_etp",2.45737200667174
"mbe371","ZM-Mon","equat",7.17769488817684,0.175336339121288,7.17769488817684,"Makkink","reference_etp",2.45737200667174
"mbe372","ZM-Mon","equat",5.0267282034101,0.319397106246105,5.0267282034101,"MattShuttleworth","reference_etp",2.45737200667174
"mbe373","ZM-Mon","equat",3.12029657295544,0.0813752803402586,3.12029657295544,"McGuinnessBordne","potential_etp",2.45737200667174
"mbe374","ZM-Mon","equat",8.27459190937522,0.137946019182626,8.27459190937522,"Penman","potential_etp",2.45737200667174
"mbe375","ZM-Mon","equat",8.04294881542972,0.332166785004751,8.04294881542972,"PriestleyTaylor","potential_etp",2.45737200667174
"mbe376","ZM-Mon","equat",6.44938616417366,0.168674321675967,6.41820558392735,"Romanenko","potential_etp",2.45737200667174
"mbe377","ZM-Mon","equat",9.87917314593845,0.0552164751163267,3.39810522508087,"SzilagyiJozsa","actual_etp",2.45737200667174
